    S:oredict.plateAbyssalnite.name=Пластина (Abyssalnite)
    S:oredict.plateTinyWaxPlant.name=Крохотная пластина (Plant Wax)
    S:oredict.plateTinyWaxRefractory.name=Крохотная пластина (Refractory Wax)
    S:oredict.plateTinyWaxSoulful.name=Крохотная пластина (Soulful Wax)
    S:oredict.plateTinyWeedwood.name=Крохотная планка (Weedwood)
    S:oredict.plateTinyWenge.name=Крохотная планка (Wenge)
    S:oredict.plateTinyWhiteCedar.name=Крохотная планка (White Cedar)
    S:oredict.plateTinyWhiteElm.name=Крохотная планка (White Elm)
    S:oredict.plateTinyWhitebeam.name=Крохотная планка (Whitebeam)
    S:oredict.plateTinyWillow.name=Крохотная планка (Willow)
    S:oredict.plateTinyWitchwood.name=Крохотная планка (Witchwood)
    S:oredict.plateTinyWood.name=Крохотная планка (Wood)
    S:oredict.plateTinyWoodBleached.name=Крохотная планка (Bleached Wood)
    S:oredict.plateTinyWoodCompressed.name=Крохотная планка (Compressed Wood)
    S:oredict.plateTinyWoodDead.name=Крохотная планка (Dead Wood)
    S:oredict.plateTinyWoodFrozen.name=Крохотная планка (Frozen Wood)
    S:oredict.plateTinyWoodMossy.name=Крохотная планка (Mossy Wood)
    S:oredict.plateTinyWoodPolished.name=Крохотная планка (Polished Wood)
    S:oredict.plateTinyWoodRotten.name=Крохотная планка (Rotten Wood)
    S:oredict.plateTinyWoodRubber.name=Крохотная планка (Rubber Wood)
    S:oredict.plateTinyWoodScorched.name=Крохотная планка (Scorched Wood)
    S:oredict.plateTinyWoodTainted.name=Крохотная планка (Tainted Wood)
    S:oredict.plateTinyWoodTreated.name=Крохотная планка (Treated)
    S:oredict.plateTinyWoodVarnished.name=Крохотная планка (Varnished Wood)
    S:oredict.plateTinyWorkersAlloy.name=Крохотная пластина (Workers Alloy)
    S:oredict.plateTinyWroughtIron.name=Крохотная пластина (Wrought Iron)
    S:oredict.plateTinyWyvernwood.name=Крохотная планка (Wyvernwood)
    S:oredict.plateTinyYellorium.name=Крохотная пластина (Yellorium)
    S:oredict.plateTinyYew.name=Крохотная планка (Yew)
    S:oredict.plateTinyYtterbium.name=Крохотная пластина (Ytterbium)
    S:oredict.plateTinyYttrium.name=Крохотная пластина (Yttrium)
    S:oredict.plateTinyYttriumBariumCuprate.name=Крохотная пластина (Yttrium-Barium-Cuprate)
    S:oredict.plateTinyZebrawood.name=Крохотная планка (Zebrawood)
    S:oredict.plateTinyZinc.name=Крохотная пластина (Zinc)
    S:oredict.plateTinyZirconium.name=Крохотная пластина (Zirconium)
    S:oredict.plateTitanium.name=Пластина (Titanium)
    S:oredict.plateTitaniumAluminide.name=Пластина (Titanium Aluminide)
    S:oredict.plateTitaniumGold.name=Пластина (Titanium-Gold)
    S:oredict.plateTitaniumIridium.name=Пластина (Iritanium)
    S:oredict.plateTrinaquadalloy.name=Пластина (Trinaquadalloy)
    S:oredict.plateTrinitanium.name=Пластина (Trinitanium)
    S:oredict.plateTrinium.name=Пластина (Trinium)
    S:oredict.plateTripleAbyssalnite.name=3х Пластина (Abyssalnite)
    S:oredict.plateTripleActinium.name=3х Пластина (Actinium)
    S:oredict.plateTripleAdamantine.name=3х Пластина (Adamantine)
    S:oredict.plateTripleAdamantite.name=3х Пластина (Adamantite)
    S:oredict.plateTripleAdamantium.name=3х Пластина (Adamantium)
    S:oredict.plateTripleAlduorite.name=3х Пластина (Alduorite)
    S:oredict.plateTripleAluminium.name=3х Пластина (Aluminium)
    S:oredict.plateTripleAluminiumAlloy.name=3х Пластина (Aluminium Alloy)
    S:oredict.plateTripleAluminiumBrass.name=3х Пластина (Aluminium Brass)
    S:oredict.plateTripleAlumite.name=3х Пластина (Alumite)
    S:oredict.plateTripleAmericium.name=3х Пластина (Americium)
    S:oredict.plateTripleAmericium241.name=3х Пластина (Americium-241)
    S:oredict.plateTripleAmericium242.name=3х Пластина (Americium-242)
    S:oredict.plateTripleAmordrine.name=3х Пластина (Amordrine)
    S:oredict.plateTripleAncientDebris.name=3х Пластина (Ancient Debris)
    S:oredict.plateTripleAngmallen.name=3х Пластина (Angmallen)
    S:oredict.plateTripleAnnealedCopper.name=3х Пластина (Annealed Copper)
    S:oredict.plateTripleAntiActinium.name=3х Пластина (Anti-Actinium)
    S:oredict.plateTripleAntiAdamantium.name=3х Пластина (Anti-Adamantium)
    S:oredict.plateTripleAntiAluminium.name=3х Пластина (Anti-Aluminium)
    S:oredict.plateTripleAntiAmericium.name=3х Пластина (Anti-Americium)
    S:oredict.plateTripleAntiAmericium241.name=3х Пластина (Anti-Americium-241)
    S:oredict.plateTripleAntiAntimony.name=3х Пластина (Anti-Antimony)
    S:oredict.plateTripleAntiArsenic.name=3х Пластина (Anti-Arsenic)
    S:oredict.plateTripleAntiAstatine.name=3х Пластина (Anti-Astatine)
    S:oredict.plateTripleAntiBarium.name=3х Пластина (Anti-Barium)
    S:oredict.plateTripleAntiBerkelium.name=3х Пластина (Anti-Berkelium)
    S:oredict.plateTripleAntiBeryllium.name=3х Пластина (Anti-Beryllium)
    S:oredict.plateTripleAntiBismuth.name=3х Пластина (Anti-Bismuth)
    S:oredict.plateTripleAntiBohrium.name=3х Пластина (Anti-Bohrium)
    S:oredict.plateTripleAntiBoron.name=3х Пластина (Anti-Boron)
    S:oredict.plateTripleAntiCadmium.name=3х Пластина (Anti-Cadmium)
    S:oredict.plateTripleAntiCaesium.name=3х Пластина (Anti-Caesium)
    S:oredict.plateTripleAntiCalifornium.name=3х Пластина (Anti-Californium)
    S:oredict.plateTripleAntiCerium.name=3х Пластина (Anti-Cerium)
    S:oredict.plateTripleAntiChromium.name=3х Пластина (Anti-Chromium)
    S:oredict.plateTripleAntiCobalt.name=3х Пластина (Anti-Cobalt)
    S:oredict.plateTripleAntiCobalt60.name=3х Пластина (Anti-Cobalt-60)
    S:oredict.plateTripleAntiCopernicium.name=3х Пластина (Anti-Copernicium)
    S:oredict.plateTripleAntiCopper.name=3х Пластина (Anti-Copper)
    S:oredict.plateTripleAntiCurium.name=3х Пластина (Anti-Curium)
    S:oredict.plateTripleAntiDarmstadtium.name=3х Пластина (Anti-Darmstadtium)
    S:oredict.plateTripleAntiDubnium.name=3х Пластина (Anti-Dubnium)
    S:oredict.plateTripleAntiDysprosium.name=3х Пластина (Anti-Dysprosium)
    S:oredict.plateTripleAntiEinsteinium.name=3х Пластина (Anti-Einsteinium)
    S:oredict.plateTripleAntiErbium.name=3х Пластина (Anti-Erbium)
    S:oredict.plateTripleAntiEuropium.name=3х Пластина (Anti-Europium)
    S:oredict.plateTripleAntiFarnsium.name=3х Пластина (Anti-Farnsium)
    S:oredict.plateTripleAntiFermium.name=3х Пластина (Anti-Fermium)
    S:oredict.plateTripleAntiFlerovium.name=3х Пластина (Anti-Flerovium)
    S:oredict.plateTripleAntiFlerovium298.name=3х Пластина (Anti-Flerovium-298)
    S:oredict.plateTripleAntiFrancium.name=3х Пластина (Anti-Francium)
    S:oredict.plateTripleAntiGadolinium.name=3х Пластина (Anti-Gadolinium)
    S:oredict.plateTripleAntiGallium.name=3х Пластина (Anti-Gallium)
    S:oredict.plateTripleAntiGermanium.name=3х Пластина (Anti-Germanium)
    S:oredict.plateTripleAntiGold.name=3х Пластина (Anti-Gold)
    S:oredict.plateTripleAntiHafnium.name=3х Пластина (Anti-Hafnium)
    S:oredict.plateTripleAntiHassium.name=3х Пластина (Anti-Hassium)
    S:oredict.plateTripleAntiHolmium.name=3х Пластина (Anti-Holmium)
    S:oredict.plateTripleAntiIndium.name=3х Пластина (Anti-Indium)
    S:oredict.plateTripleAntiIridium.name=3х Пластина (Anti-Iridium)
    S:oredict.plateTripleAntiIron.name=3х Пластина (Anti-Iron)
    S:oredict.plateTripleAntiLanthanum.name=3х Пластина (Anti-Lanthanum)
    S:oredict.plateTripleAntiLawrencium.name=3х Пластина (Anti-Lawrencium)
    S:oredict.plateTripleAntiLead.name=3х Пластина (Anti-Lead)
    S:oredict.plateTripleAntiLivermorium.name=3х Пластина (Anti-Livermorium)
    S:oredict.plateTripleAntiLutetium.name=3х Пластина (Anti-Lutetium)
    S:oredict.plateTripleAntiMagnesium.name=3х Пластина (Anti-Magnesium)
    S:oredict.plateTripleAntiManganese.name=3х Пластина (Anti-Manganese)
    S:oredict.plateTripleAntiMeitnerium.name=3х Пластина (Anti-Meitnerium)
    S:oredict.plateTripleAntiMendelevium.name=3х Пластина (Anti-Mendelevium)
    S:oredict.plateTripleAntiMercury.name=3х Пластина (Anti-Mercury)
    S:oredict.plateTripleAntiMolybdenum.name=3х Пластина (Anti-Molybdenum)
    S:oredict.plateTripleAntiNaquadah.name=3х Пластина (Anti-Naquadah)
    S:oredict.plateTripleAntiNaquadahEnriched.name=3х Пластина (Enriched Anti-Naquadah)
    S:oredict.plateTripleAntiNaquadria.name=3х Пластина (Anti-Naquadria)
    S:oredict.plateTripleAntiNeodymium.name=3х Пластина (Anti-Neodymium)
    S:oredict.plateTripleAntiNeptunium.name=3х Пластина (Anti-Neptunium)
    S:oredict.plateTripleAntiNickel.name=3х Пластина (Anti-Nickel)
    S:oredict.plateTripleAntiNiobium.name=3х Пластина (Anti-Niobium)
    S:oredict.plateTripleAntiNobelium.name=3х Пластина (Anti-Nobelium)
    S:oredict.plateTripleAntiOsmium.name=3х Пластина (Anti-Osmium)
    S:oredict.plateTripleAntiPalladium.name=3х Пластина (Anti-Palladium)
    S:oredict.plateTripleAntiPlatinum.name=3х Пластина (Anti-Platinum)
    S:oredict.plateTripleAntiPlutonium.name=3х Пластина (Anti-Plutonium)
    S:oredict.plateTripleAntiPlutonium241.name=3х Пластина (Anti-Plutonium-241)
    S:oredict.plateTripleAntiPlutonium243.name=3х Пластина (Anti-Plutonium-243)
    S:oredict.plateTripleAntiPolonium.name=3х Пластина (Anti-Polonium)
    S:oredict.plateTripleAntiPraseodymium.name=3х Пластина (Anti-Praseodymium)
    S:oredict.plateTripleAntiPromethium.name=3х Пластина (Anti-Promethium)
    S:oredict.plateTripleAntiProtactinium.name=3х Пластина (Anti-Protactinium)
    S:oredict.plateTripleAntiRadium.name=3х Пластина (Anti-Radium)
    S:oredict.plateTripleAntiRhenium.name=3х Пластина (Anti-Rhenium)
    S:oredict.plateTripleAntiRhodium.name=3х Пластина (Anti-Rhodium)
    S:oredict.plateTripleAntiRoentgenium.name=3х Пластина (Anti-Roentgenium)
    S:oredict.plateTripleAntiRubidium.name=3х Пластина (Anti-Rubidium)
    S:oredict.plateTripleAntiRuthenium.name=3х Пластина (Anti-Ruthenium)
    S:oredict.plateTripleAntiRutherfordium.name=3х Пластина (Anti-Rutherfordium)
    S:oredict.plateTripleAntiSamarium.name=3х Пластина (Anti-Samarium)
    S:oredict.plateTripleAntiScandium.name=3х Пластина (Anti-Scandium)
    S:oredict.plateTripleAntiSeaborgium.name=3х Пластина (Anti-Seaborgium)
    S:oredict.plateTripleAntiSilicon.name=3х Пластина (Anti-Silicon)
    S:oredict.plateTripleAntiSilver.name=3х Пластина (Anti-Silver)
    S:oredict.plateTripleAntiStrontium.name=3х Пластина (Anti-Strontium)
    S:oredict.plateTripleAntiTantalum.name=3х Пластина (Anti-Tantalum)
    S:oredict.plateTripleAntiTechnetium.name=3х Пластина (Anti-Technetium)
    S:oredict.plateTripleAntiTellurium.name=3х Пластина (Anti-Tellurium)
